Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Parkinson Disease	C0030567	CHRNB4	1143	P30926	cholinergic receptor nicotinic beta 4 subunit	Ion channel	75	0.644	0.423	0.1427	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	PGLYRP2	114770	Q96PD5	peptidoglycan recognition protein 2		12	0.805	0.231	2.6765e-11	0.01		1.0	1	2	2014.0	2014.0
Parkinson Disease	C0030567	PGLYRP3	114771	Q96LB9	peptidoglycan recognition protein 3		9	0.792	0.192	9.6075e-08	0.01		1.0	1	1	2014.0	2014.0
Parkinson Disease	C0030567	H3P17	115482694		H3 histone pseudogene 17		41	0.674	0.615		0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	H3P42	115482704		H3 histone pseudogene 42		45	0.641	0.577		0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	NUS1	116150	Q96E22	NUS1 dehydrodolichyl diphosphate synthase subunit		94	0.619	0.615	0.98117	0.01		0.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	RAB3IP	117177	Q96QF0	RAB3A interacting protein	Enzyme modulator	6	0.861	0.115	1.6698e-08	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	MRGPRX3	117195	Q96LB0	MAS related GPR family member X3	G-protein coupled receptor	167	0.529	0.923		0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	MRGPRX4	117196	Q96LA9	MAS related GPR family member X4	G-protein coupled receptor	166	0.531	0.923		0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	EXOSC6	118460	Q5RKV6	exosome component 6	Enzyme	42	0.674	0.462	0.52473	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	CLN3	1201	Q13286	CLN3 lysosomal/endosomal transmembrane protein, battenin	Transporter	120	0.572	0.692	1.3327e-07	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CMA1	1215	P23946	chymase 1	Enzyme	157	0.514	0.692	7.5861e-09	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	CCR3	1232	P51677	C-C motif chemokine receptor 3	G-protein coupled receptor	149	0.527	0.808	0.00012636	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	MTFMT	123263	Q96DP5	mitochondrial methionyl-tRNA formyltransferase	Enzyme	101	0.595	0.808	1.4994e-07	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	CCR5	1234	P51681	C-C motif chemokine receptor 5 (gene/pseudogene)	G-protein coupled receptor	508	0.398	0.885	4.3094e-10	0.01		1.0	1	0	2004.0	2004.0
Parkinson Disease	C0030567	CCR7	1236	P32248	C-C motif chemokine receptor 7	G-protein coupled receptor	320	0.443	0.769	0.057623	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	GPR139	124274	Q6DWJ6	G protein-coupled receptor 139	G-protein coupled receptor	6	0.89	0.192	0.036904	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ABCC2	1244	Q92887	ATP binding cassette subfamily C member 2	Transporter	254	0.483	0.808	5.2025e-47	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	CNGA1	1259	P29973	cyclic nucleotide gated channel subunit alpha 1	Ion channel	40	0.695	0.269	2.7618e-11	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CNTF	1270	P26441	ciliary neurotrophic factor		114	0.561	0.615	2.3384e-05	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	KLF6	1316	Q99612	Kruppel like factor 6	Nucleic acid binding	204	0.501	0.846	0.97946	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	GNPDA2	132789	Q8TDQ7	glucosamine-6-phosphate deaminase 2	Enzyme	14	0.792	0.346	0.0084836	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	ADORA1	134	P30542	adenosine A1 receptor	G-protein coupled receptor	121	0.578	0.692	0.015215	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	GPR151	134391	Q8TDV0	G protein-coupled receptor 151	G-protein coupled receptor	169	0.53	0.923	3.2266e-08	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	CPOX	1371	P36551	coproporphyrinogen oxidase	Enzyme	246	0.488	0.846	0.17152	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	PXDNL	137902	A1KZ92	peroxidasin like	Enzyme	8	0.805	0.269	2.2028e-35	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	CRAT	1384	P43155	carnitine O-acetyltransferase	Enzyme	59	0.656	0.577	9.4796e-12	0.01		1.0	1	0	2010.0	2010.0
Parkinson Disease	C0030567	CRY2	1408	Q49AN0	cryptochrome circadian regulator 2	Enzyme	76	0.599	0.692	0.00031808	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	SIRPA	140885	P78324	signal regulatory protein alpha	Signaling	82	0.592	0.769	0.67197	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	STK35	140901	Q8TDR2	serine/threonine kinase 35	Kinase	10	0.805	0.154	0.48076	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CRYAB	1410	P02511	crystallin alpha B		200	0.515	0.731	0.02247	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	CACUL1	143384	Q86Y37	CDK2 associated cullin domain 1		54	0.638	0.577	0.96315	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	CSF1	1435	P09603	colony stimulating factor 1		259	0.473	0.808	0.99634	0.01		1.0	1	1	2019.0	2019.0
Parkinson Disease	C0030567	CSF1R	1436	P07333	colony stimulating factor 1 receptor	Kinase	356	0.448	0.808	0.13278	0.01		1.0	1	1	2019.0	2019.0
Parkinson Disease	C0030567	CSNK1D	1453	P48730	casein kinase 1 delta	Kinase	49	0.65	0.615	0.99577	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ZFP90	146198	Q8TF47	ZFP90 zinc finger protein	Transcription factor	13	0.78	0.231	0.031662	0.01		0.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	ZNF569	148266	Q5MCW4	zinc finger protein 569		42	0.666	0.538	6.5987e-08	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	GLIS1	148979	Q8NBF1	GLIS family zinc finger 1		17	0.751	0.308	0.038902	0.01		1.0	1	1	2012.0	2012.0
Parkinson Disease	C0030567	PDIK1L	149420	Q8N165	PDLIM1 interacting kinase 1 like	Kinase	138	0.534	0.769	0.26436	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	CTNS	1497	O60931	cystinosin, lysosomal cystine transporter		88	0.628	0.538	0.00030924	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	CTRL	1506	P40313	chymotrypsin like	Enzyme	76	0.599	0.846	1.0976e-09	0.01		0.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	FBXO41	150726	Q8TF61	F-box protein 41		5	0.89	0.077	0.99944	0.01		1.0	1	1	2017.0	2017.0
Parkinson Disease	C0030567	CTSK	1513	P43235	cathepsin K	Enzyme	221	0.497	0.808	3.0989e-05	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CTSZ	1522	Q9UBR2	cathepsin Z	Enzyme	51	0.647	0.577	2.2587e-16	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CXADR	1525	P78310	CXADR Ig-like cell adhesion molecule		305	0.454	0.885	0.36867	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	CYC1	1537	P08574	cytochrome c1		44	0.656	0.462	0.13875	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	CYLD	1540	Q9NQC7	CYLD lysine 63 deubiquitinase	Enzyme	211	0.498	0.846	0.99993	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	CYP1B1	1545	Q16678	cytochrome P450 family 1 subfamily B member 1	Enzyme	304	0.457	0.769	2.2024e-05	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	CYP2C19	1557	P33261	cytochrome P450 family 2 subfamily C member 19		274	0.467	0.846	6.4882e-20	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	CYP2C9	1559	P11712	cytochrome P450 family 2 subfamily C member 9		201	0.506	0.885	1.2709e-10	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	CYP3A5	1577	P20815	cytochrome P450 family 3 subfamily A member 5	Enzyme	179	0.511	0.846	6.2948e-17	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	SHOC1	158401	Q5VXU9	shortage in chiasmata 1		14	0.78	0.385	3.7079e-22	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CYP27B1	1594	O15528	cytochrome P450 family 27 subfamily B member 1	Enzyme	229	0.502	0.769	1.9194e-07	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	DAPK3	1613	O43293	death associated protein kinase 3	Kinase	72	0.612	0.654	0.0065541	0.01		1.0	1	0	2004.0	2004.0
Parkinson Disease	C0030567	DAXX	1616	Q9UER7	death domain associated protein		137	0.544	0.692	0.098633	0.01		0.0	1	0	2009.0	2009.0
Parkinson Disease	C0030567	FSIP1	161835	Q8NA03	fibrous sheath interacting protein 1		47	0.663	0.615	7.6972e-14	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	DBI	1622	P07108	diazepam binding inhibitor, acyl-CoA binding protein	Enzyme modulator	52	0.65	0.654	0.0013944	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	DCC	1630	P43146	DCC netrin 1 receptor		279	0.471	0.808	0.99448	0.01		1.0	1	1	2011.0	2011.0
Parkinson Disease	C0030567	DCN	1634	P07585	decorin		297	0.457	0.808	0.31231	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	TMPRSS6	164656	Q8IU80	transmembrane serine protease 6	Enzyme	113	0.584	0.654	4.1369e-10	0.01		1.0	1	0	2010.0	2010.0
Parkinson Disease	C0030567	OXER1	165140	Q8TDS5	oxoeicosanoid receptor 1	G-protein coupled receptor	169	0.529	0.923	7.3192e-08	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	TLE5	166	Q08117	TLE family member 5, transcriptional modulator	Transcription factor	32	0.695	0.538	0.93594	0.01		1.0	1	0	2010.0	2010.0
Parkinson Disease	C0030567	TIMM8A	1678	O60220	translocase of inner mitochondrial membrane 8A		200	0.51	0.846	0.65195	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	DDX53	168400	Q86TM3	DEAD-box helicase 53		117	0.568	0.846	0.66167	0.01		1.0	1	0	2009.0	2009.0
Parkinson Disease	C0030567	RHOV	171177	Q96L33	ras homolog family member V	Enzyme modulator	34	0.67	0.5	0.76153	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	DLD	1738	P09622	dihydrolipoamide dehydrogenase	Enzyme	190	0.517	0.769	0.0095142	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	DMPK	1760	Q09013	DM1 protein kinase	Kinase	96	0.603	0.692	0.038339	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	DOCK3	1795	Q8IZD9	dedicator of cytokinesis 3		85	0.619	0.692	1.0	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	ATN1	1822	P54259	atrophin 1		499	0.409	0.885	0.99992	0.01		1.0	1	1	2019.0	2019.0
Parkinson Disease	C0030567	DUSP2	1844	Q05923	dual specificity phosphatase 2		118	0.558	0.769	4.4697e-05	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	DUSP8	1850	Q13202	dual specificity phosphatase 8		12	0.769	0.385	0.69975	0.01		0.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	DVL1	1855	O14640	dishevelled segment polarity protein 1	Signaling	181	0.531	0.769	3.7313e-06	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	APLNR	187	P35414	apelin receptor	G-protein coupled receptor	94	0.588	0.692	0.78907	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	ABCA1	19	O95477	ATP binding cassette subfamily A member 1	Transporter	291	0.467	0.846	1.4525e-13	0.01		1.0	1	1	2017.0	2017.0
Parkinson Disease	C0030567	EEF1A1	1915	P68104	eukaryotic translation elongation factor 1 alpha 1	Enzyme	88	0.584	0.654	0.97863	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	EEF2	1938	P13639	eukaryotic translation elongation factor 2	Enzyme	83	0.599	0.731	0.99995	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	MEGF8	1954	Q7Z7M0	multiple EGF like domains 8	Enzyme modulator	89	0.584	0.538	1.9329e-05	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	EGFR	1956	P00533	epidermal growth factor receptor	Kinase	1394	0.295	0.885	0.36837	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	EHHADH	1962	Q08426	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	Enzyme	50	0.67	0.5	5.2377e-10	0.01		1.0	1	0	2004.0	2004.0
Parkinson Disease	C0030567	ARID2	196528	Q68CP9	AT-rich interaction domain 2		167	0.543	0.808	1.0	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	EIF2B1	1967	Q14232	eukaryotic translation initiation factor 2B subunit alpha		62	0.663	0.538	7.615e-05	0.01		1.0	1	0	2005.0	2005.0
Parkinson Disease	C0030567	MLKL	197259	Q8NB16	mixed lineage kinase domain like pseudokinase	Kinase	93	0.57	0.731	2.0931e-14	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	EIF4A2	1974	Q14240	eukaryotic translation initiation factor 4A2		74	0.604	0.731	0.99835	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	EIF4E	1977	P06730	eukaryotic translation initiation factor 4E	Nucleic acid binding	317	0.448	0.846	0.94133	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	EIF4EBP1	1978	Q13541	eukaryotic translation initiation factor 4E binding protein 1	Nucleic acid binding	201	0.494	0.885	0.20762	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	ELAVL1	1994	Q15717	ELAV like RNA binding protein 1		103	0.56	0.731	0.98849	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ELF4	2000	Q99607	E74 like ETS transcription factor 4	Transcription factor	45	0.644	0.462	0.06139	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CDCP2	200008	Q5VXM1	CUB domain containing protein 2	Enzyme	3	1.0	0.038	9.4718e-11	0.01		1.0	1	0	2007.0	2007.0
Parkinson Disease	C0030567	ENDOG	2021	Q14249	endonuclease G		38	0.656	0.5	0.00018287	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	PRSS55	203074	Q6UWB4	serine protease 55	Enzyme	163	0.513	0.769	3.1731e-11	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	EPHX1	2052	P07099	epoxide hydrolase 1		196	0.5	0.846	3.2154e-09	0.01		0.0	1	0	2001.0	2001.0
Parkinson Disease	C0030567	EPHX2	2053	P34913	epoxide hydrolase 2	Enzyme	97	0.568	0.654	1.7936e-21	0.01		0.0	1	0	2001.0	2001.0
Parkinson Disease	C0030567	EPO	2056	P01588	erythropoietin		646	0.381	0.885	0.01125	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	EPRS1	2058	P07814	glutamyl-prolyl-tRNA synthetase 1	Enzyme	65	0.644	0.538	1.0353e-09	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ERBB2	2064	P04626	erb-b2 receptor tyrosine kinase 2	Kinase	995	0.328	0.923	0.0059892	0.01		1.0	1	1	2013.0	2013.0
Parkinson Disease	C0030567	ERBB3	2065	P21860	erb-b2 receptor tyrosine kinase 3	Kinase	318	0.448	0.808	1.7003e-15	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	ERN1	2081	O75460	endoplasmic reticulum to nucleus signaling 1	Kinase	163	0.513	0.808	0.99027	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	ALAD	210	P13716	aminolevulinate dehydratase	Enzyme	135	0.556	0.615	5.6185e-05	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ESRRG	2104	P62508	estrogen related receptor gamma	Nuclear receptor	75	0.621	0.692	0.071232	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	MECOM	2122	Q03112	MDS1 and EVI1 complex locus		191	0.513	0.731	1.0	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	EZH2	2146	Q15910	enhancer of zeste 2 polycomb repressive complex 2 subunit	Epigenetic regulator	653	0.376	0.885	1.0	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	F2RL1	2150	P55085	F2R like trypsin receptor 1	G-protein coupled receptor	256	0.48	0.769	0.00014843	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	F12	2161	P00748	coagulation factor XII	Enzyme	87	0.612	0.577	8.2526e-08	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	FASN	2194	P49327	fatty acid synthase	Enzyme	245	0.474	0.846	1.0	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	TPCN2	219931	Q8NHX9	two pore segment channel 2	Ion channel	20	0.76	0.346	3.1241e-10	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	FCGR2B	2213	P31994	Fc fragment of IgG receptor IIb	Cell adhesion	155	0.522	0.846	0.45637	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	ZUP1	221302	Q96AP4	zinc finger containing ubiquitin peptidase 1		21	0.751	0.462	2.1193e-09	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	FCGR3B	2215	O75015	Fc fragment of IgG receptor IIIb	Cell adhesion	291	0.452	0.962	3.0294e-07	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	GPRC6A	222545	Q5T6X5	G protein-coupled receptor class C group 6 member A	G-protein coupled receptor	173	0.526	0.923	5.5919e-17	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	FDXR	2232	P22570	ferredoxin reductase	Enzyme	103	0.566	0.808	1.1493e-06	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	GPC4	2239	O75487	glypican 4		181	0.547	0.769	0.92613	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	FGF1	2246	P05230	fibroblast growth factor 1	Signaling	184	0.507	0.846	0.44406	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	FGF8	2253	P55075	fibroblast growth factor 8	Signaling	212	0.507	0.769	0.67676	0.01		1.0	1	0	2001.0	2001.0
Parkinson Disease	C0030567	FGF9	2254	P31371	fibroblast growth factor 9	Signaling	153	0.528	0.846	0.94704	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	FGF13	2258	Q92913	fibroblast growth factor 13	Signaling	167	0.514	0.808	0.89489	0.01		1.0	1	0	2009.0	2009.0
Parkinson Disease	C0030567	FGG	2266	P02679	fibrinogen gamma chain	Signaling	70	0.633	0.615	0.04963	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	RRAS2	22800	P62070	RAS related 2	Enzyme modulator	48	0.656	0.5	0.97463	0.01		1.0	1	1	2011.0	2011.0
Parkinson Disease	C0030567	FKBP1B	2281	P68106	FKBP prolyl isomerase 1B	Enzyme	17	0.769	0.192	0.39358	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	DLGAP4	22839	Q9Y2H0	DLG associated protein 4	Receptor	19	0.769	0.269	0.99248	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	FKBP2	2286	P26885	FKBP prolyl isomerase 2		15	0.792	0.308	0.049274	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	FKBP3	2287	Q00688	FKBP prolyl isomerase 3		9	0.805	0.269	0.00066025	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	FKBP5	2289	Q13451	FKBP prolyl isomerase 5	Enzyme	179	0.524	0.769	0.73393	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	RPH3A	22895	Q9Y2J0	rabphilin 3A		25	0.76	0.385	0.0016609	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	SEPHS1	22929	P49903	selenophosphate synthetase 1	Enzyme	31	0.695	0.385	0.97637	0.01		0.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	FAIM2	23017	Q9BWQ8	Fas apoptotic inhibitory molecule 2		48	0.663	0.5	8.7012e-05	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	TNIK	23043	Q9UKE5	TRAF2 and NCK interacting kinase	Kinase	83	0.612	0.615	1.0	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	SMG1	23049	Q96Q15	SMG1 nonsense mediated mRNA decay associated PI3K related kinase	Kinase	90	0.575	0.808	1.0	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	SARM1	23098	Q6SZW1	sterile alpha and TIR motif containing 1		40	0.682	0.346	1.7007e-10	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CUL9	23113	Q8IWT3	cullin 9		39	0.659	0.654	0.99191	0.01		1.0	1	0	2006.0	2006.0
Parkinson Disease	C0030567	KDM6B	23135	O15054	lysine demethylase 6B	Epigenetic regulator	173	0.514	0.808	1.0	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	FLNB	2317	O75369	filamin B		374	0.458	0.923	6.0505e-10	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	ACSBG1	23205	Q96GR2	acyl-CoA synthetase bubblegum family member 1	Enzyme	73	0.603	0.654	3.959e-05	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	SATB2	23314	Q9UPW6	SATB homeobox 2	Transcription factor	233	0.503	0.769	0.99999	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	NEDD4L	23327	Q96PU5	NEDD4 like E3 ubiquitin protein ligase	Enzyme	108	0.573	0.731	1.0	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	AFF2	2334	P51816	AF4/FMR2 family member 2	Transcription factor	66	0.636	0.538	0.99577	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	FN1	2335	P02751	fibronectin 1	Signaling	724	0.365	0.962	0.0014045	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	ZNF629	23361	Q9UEG4	zinc finger protein 629	Transcription factor	34	0.691	0.5	0.99978	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	NCSTN	23385	Q92542	nicastrin		40	0.666	0.462	0.99942	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	DICER1	23405	Q9UPY3	dicer 1, ribonuclease III	Enzyme	302	0.446	0.846	1.0	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	SIRT5	23408	Q9NXA8	sirtuin 5	Epigenetic regulator	63	0.61	0.615	8.6584e-10	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	TPSD1	23430	Q9BZJ3	tryptase delta 1	Enzyme	27	0.711	0.462	8.0398e-12	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	ATP1B4	23439	Q9UN42	ATPase Na+/K+ transporting family member beta 4		2	0.931	0.154	0.00035587	0.01		0.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	ABCA5	23461	Q8WWZ7	ATP binding cassette subfamily A member 5	Transporter	28	0.736	0.423	4.7803e-27	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	TRAM1	23471	Q15629	translocation associated membrane protein 1		74	0.608	0.654	0.92506	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	ZFYVE26	23503	Q68DK2	zinc finger FYVE-type containing 26		79	0.636	0.615	4.6948e-23	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	SEC14L2	23541	O76054	SEC14 like lipid binding 2		198	0.494	0.885	2.9195e-08	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	LPAR3	23566	Q9UBY5	lysophosphatidic acid receptor 3	G-protein coupled receptor	194	0.509	0.923	0.67935	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	FPR2	2358	P25090	formyl peptide receptor 2	G-protein coupled receptor	124	0.547	0.769	0.40137	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	PDSS1	23590	Q5T2R2	decaprenyl diphosphate synthase subunit 1		57	0.628	0.615	3.2449e-08	0.01		0.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	OPN3	23596	Q9H1Y3	opsin 3	G-protein coupled receptor	15	0.769	0.231	0.0012801	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	MKRN2	23609	Q9H000	makorin ring finger protein 2	Enzyme	8	0.89	0.077	0.0088248	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	LDOC1	23641	O95751	LDOC1 regulator of NFKB signaling		36	0.678	0.385	0.52431	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	PPP1R15A	23645	O75807	protein phosphatase 1 regulatory subunit 15A		65	0.608	0.692	2.206e-12	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	SLC7A11	23657	Q9UPY5	solute carrier family 7 member 11	Transporter	72	0.603	0.692	5.6817e-05	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	PPIL2	23759	Q13356	peptidylprolyl isomerase like 2	Enzyme	14	0.792	0.308	0.00082347	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	MAFF	23764	Q9ULX9	MAF bZIP transcription factor F	Transcription factor	20	0.751	0.346	0.015514	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	IL27	246778	Q8NEV9	interleukin 27		286	0.457	0.808	0.78232	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	FRAXA	2477		fragile site, folic acid type, rare, fra(X)(q27.3) A (macroorchidism, mental retardation)		50	0.641	0.462		0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	GAST	2520	P01350	gastrin		236	0.485	0.808	0.0027394	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	LCLAT1	253558	Q6UWP7	lysocardiolipin acyltransferase 1		8	0.821	0.154	0.00025546	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	EBF3	253738	Q9H4W6	EBF transcription factor 3		124	0.595	0.731	0.99993	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	G6PD	2539	P11413	glucose-6-phosphate dehydrogenase	Enzyme	410	0.424	0.846	0.97158	0.01		1.0	1	0	2019.0	2019.0
